search_term,stockcode,name,brand,price,cup_price,package_size,image_url,url
Pork belly slices,775734,San Marino Prosciutto,San Marino,8,$80.00 / 1KG,100g,https://cdn0.woolworths.media/content/wowproductimages/small/775734.jpg,https://www.woolworths.com.au/shop/productdetails/775734
Pork belly slices,6021487,Woolworths Smoked Pork Hock,Woolworths,18,$12.00 / 1KG,500g - 1.5kg,https://cdn0.woolworths.media/content/wowproductimages/small/6021487.jpg,https://www.woolworths.com.au/shop/productdetails/6021487
Pork belly slices,764527,Woolworths Pork Leg Roast Boneless Boneless Small,Woolworths,28.6,$11.00 / 1KG,1.2kg - 2.6kg,https://cdn0.woolworths.media/content/wowproductimages/small/764527.jpg,https://www.woolworths.com.au/shop/productdetails/764527
Bacon lardon,71860,D'Orsogna Diced Bacon From the Deli,D'Orsogna,20,$20.00 / 1KG,per 100g,https://cdn0.woolworths.media/content/wowproductimages/small/071860.jpg,https://www.woolworths.com.au/shop/productdetails/71860
Bacon lardon,390420,D'Orsogna Middle Bacon,D'Orsogna,22,$22.00 / 1KG,1kg,https://cdn0.woolworths.media/content/wowproductimages/small/390420.jpg,https://www.woolworths.com.au/shop/productdetails/390420
Bacon lardon,273259,Woolworths Cooking Bacon,Woolworths,10.3,$10.30 / 1KG,1kg,https://cdn0.woolworths.media/content/wowproductimages/small/273259.jpg,https://www.woolworths.com.au/shop/productdetails/273259
Bacon lardon,746376,D'Orsogna Streaky Bacon From The Deli,D'Orsogna,23,$23.00 / 1KG,per 110g,https://cdn0.woolworths.media/content/wowproductimages/small/746376.jpg,https://www.woolworths.com.au/shop/productdetails/746376
Bacon lardon,763087,D'Orsogna Bacon Streaky,D'Orsogna,8.4,$42.00 / 1KG,200g,https://cdn0.woolworths.media/content/wowproductimages/small/763087.jpg,https://www.woolworths.com.au/shop/productdetails/763087
Bacon lardon,176564,D'Orsogna Shortcut Bacon,D'Orsogna,13,$13.00 / 1KG,1kg,https://cdn0.woolworths.media/content/wowproductimages/small/176564.jpg,https://www.woolworths.com.au/shop/productdetails/176564
Bacon lardon,140658,Primo Middle Bacon,Primo,16.8,$22.40 / 1KG,750g,https://cdn0.woolworths.media/content/wowproductimages/small/140658.jpg,https://www.woolworths.com.au/shop/productdetails/140658
Bacon lardon,913511,Primo Middle Rindless Bacon,Primo,9.6,$27.43 / 1KG,350g,https://cdn0.woolworths.media/content/wowproductimages/small/913511.jpg,https://www.woolworths.com.au/shop/productdetails/913511
Bacon lardon,6034852,Hans Middle Bacon,Hans,13.5,$13.50 / 1KG,1kg,https://cdn0.woolworths.media/content/wowproductimages/small/6034852.jpg,https://www.woolworths.com.au/shop/productdetails/6034852
Bacon lardon,235782,Primo Shortcut Rindless Bacon Bacon,Primo,16.8,$22.40 / 1KG,750g,https://cdn0.woolworths.media/content/wowproductimages/small/235782.jpg,https://www.woolworths.com.au/shop/productdetails/235782
Mixed peppers,317566,Woolworths Mixed Leaf With Beetroot & Carrot,Woolworths,4,$22.22 / 1KG,180g,https://cdn0.woolworths.media/content/wowproductimages/small/317566.jpg,https://www.woolworths.com.au/shop/productdetails/317566
Mixed peppers,79931,Woolworths Mixed Green Vegetables & Edamame With Mint Chive Butter,Woolworths,5.5,$24.44 / 1KG,225g,https://cdn0.woolworths.media/content/wowproductimages/small/079931.jpg,https://www.woolworths.com.au/shop/productdetails/79931
Mixed peppers,447762,Woolworths Mixed Leaf With Carrot Salad Mix,Woolworths,5.2,$17.33 / 1KG,300g,https://cdn0.woolworths.media/content/wowproductimages/small/447762.jpg,https://www.woolworths.com.au/shop/productdetails/447762
Mixed peppers,106542,Woolworths Green Cayenne Chilli,Woolworths,0.66,$0.66 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/106542.jpg,https://www.woolworths.com.au/shop/productdetails/106542
Mixed peppers,79928,Woolworths Carrot Corn & Beans,Woolworths,5.5,$15.71 / 1KG,350g,https://cdn0.woolworths.media/content/wowproductimages/small/079928.jpg,https://www.woolworths.com.au/shop/productdetails/79928
Mixed peppers,136510,Woolworths Red Cayenne Chilli,Woolworths,0.66,$0.66 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/136510.jpg,https://www.woolworths.com.au/shop/productdetails/136510
Mixed peppers,876327,Woolworths Red Cayenne Chilli Punnet,Woolworths,4,$80.00 / 1KG,50g,https://cdn0.woolworths.media/content/wowproductimages/small/876327.jpg,https://www.woolworths.com.au/shop/productdetails/876327
Mixed peppers,876280,Woolworths Jalapeno Chilli Punnet,Woolworths,4,$50.00 / 1KG,80g,https://cdn0.woolworths.media/content/wowproductimages/small/876280.jpg,https://www.woolworths.com.au/shop/productdetails/876280
Mixed peppers,405658,Avofresh Avocado Lime & Black Pepper Tube,Avofresh,6.2,$3.88 / 100G,160g,https://cdn0.woolworths.media/content/wowproductimages/small/405658.jpg,https://www.woolworths.com.au/shop/productdetails/405658
Mixed peppers,126772,Woolworths Jalapeno Chilli Hot,Woolworths,1.11,$1.11 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/126772.jpg,https://www.woolworths.com.au/shop/productdetails/126772
Stale bread,893368,Wonder 5 Star Soft Multigrain & Prebiotic Bread Loaf,Wonder,4.9,$0.72 / 100G,680g,https://cdn0.woolworths.media/content/wowproductimages/small/893368.jpg,https://www.woolworths.com.au/shop/productdetails/893368
Stale bread,746874,Woolworths Plain Pane Di Casa Loaf Pane Di Casa,Woolworths,5,$5.00 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/746874.jpg,https://www.woolworths.com.au/shop/productdetails/746874
Stale bread,16999,Helga's Sourdough Loaf,Helga's,5.2,$0.80 / 100G,650g,https://cdn0.woolworths.media/content/wowproductimages/small/016999.jpg,https://www.woolworths.com.au/shop/productdetails/16999
Stale bread,154927,Woolworths Crusty Vienna Loaf,Woolworths,3.4,$3.40 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/154927.jpg,https://www.woolworths.com.au/shop/productdetails/154927
Stale bread,126429,Woolworths Seeded Pane Di Casa Loaf,Woolworths,5,$5.00 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/126429.jpg,https://www.woolworths.com.au/shop/productdetails/126429
Stale bread,481431,Woolworths Ciabatta Loaf,Woolworths,4,$4.00 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/481431.jpg,https://www.woolworths.com.au/shop/productdetails/481431
Stale bread,242694,Woolworths Rustic White Baguette,Woolworths,2.5,$2.50 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/242694.jpg,https://www.woolworths.com.au/shop/productdetails/242694
Stale bread,893462,Helga's Crafted White Sourdough Bread Loaf,Helga's,5.9,$0.84 / 100G,700g,https://cdn0.woolworths.media/content/wowproductimages/small/893462.jpg,https://www.woolworths.com.au/shop/productdetails/893462
Stale bread,154935,Woolworths Crusty Baguette French Stick,Woolworths,1.9,$1.90 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/154935.jpg,https://www.woolworths.com.au/shop/productdetails/154935
Stale bread,6037733,Woolworths Rustic White Sourdough Loaf,Woolworths,4,$0.80 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/6037733.jpg,https://www.woolworths.com.au/shop/productdetails/6037733
Dried cranberries,726369,Woolworths Cranberries,Woolworths,2.75,$18.33 / 1KG,150g,https://cdn0.woolworths.media/content/wowproductimages/small/726369.jpg,https://www.woolworths.com.au/shop/productdetails/726369
Dried cranberries,6000142,Ocean Spray Craisins Dried Cranberries,Ocean Spray,4,$26.67 / 1KG,150g,https://cdn0.woolworths.media/content/wowproductimages/small/6000142.jpg,https://www.woolworths.com.au/shop/productdetails/6000142
Dried cranberries,456578,Ocean Spray Craisins Reduced Sugar,Ocean Spray,4,$26.67 / 1KG,150g,https://cdn0.woolworths.media/content/wowproductimages/small/456578.jpg,https://www.woolworths.com.au/shop/productdetails/456578
Dried cranberries,6000166,Ocean Spray Craisins Died Cranberries Value Pack,Ocean Spray,6,$24.00 / 1KG,250g,https://cdn0.woolworths.media/content/wowproductimages/small/6000166.jpg,https://www.woolworths.com.au/shop/productdetails/6000166
Dried cranberries,528827,Ocean Spray Reduced Sugar Craisins,Ocean Spray,6,$24.00 / 1KG,250g,https://cdn0.woolworths.media/content/wowproductimages/small/528827.jpg,https://www.woolworths.com.au/shop/productdetails/528827
Dried cranberries,1122350519,Honest to Goodness Organic Dried Cranberries 200g,Honest To Goodness,17.5,$8.75 / 100G,200G,https://cdn0.woolworths.media/content/wowproductimages/small/1122350519.jpg,https://www.woolworths.com.au/shop/productdetails/1122350519
Dried cranberries,1125507909,Daily Essentials Cranberries 250g,Daily Essentials,7.3,$2.92 / 100G,,https://cdn0.woolworths.media/content/wowproductimages/small/1125507909.jpg,https://www.woolworths.com.au/shop/productdetails/1125507909
Dried cranberries,387127,Uncle Tobys Plus Cranberries & Blueberries Breakfast Cereal,Uncle Tobys,11.5,$1.00 / 100G,1.15kg,https://cdn0.woolworths.media/content/wowproductimages/small/387127.jpg,https://www.woolworths.com.au/shop/productdetails/387127
Dried cranberries,85132,Carman's Muesli Toasted Super Berry Cranberry & Blueberry,Carman's,9.9,$1.13 / 100G,875g,https://cdn0.woolworths.media/content/wowproductimages/small/085132.jpg,https://www.woolworths.com.au/shop/productdetails/85132
Dried cranberries,6015819,Carman's Protein Clusters Cranberry & Coconut,Carman's,8.9,$2.09 / 100G,425g,https://cdn0.woolworths.media/content/wowproductimages/small/6015819.jpg,https://www.woolworths.com.au/shop/productdetails/6015819
Sweet Sherry,636072,Moro Sherry Vinegar,Moro,5.5,$2.20 / 100ML,250mL,https://cdn0.woolworths.media/content/wowproductimages/small/636072.jpg,https://www.woolworths.com.au/shop/productdetails/636072
Frozen Seafood mix,593307,Marinara Mix Thawed Seafood Marinara Mix,Marinara Mix,20,$20.00 / 1KG,per 100g,https://cdn0.woolworths.media/content/wowproductimages/small/593307.jpg,https://www.woolworths.com.au/shop/productdetails/593307
Frozen Seafood mix,118268,Ocean Chef Gourmet Marinara Seafood Mix,Ocean Chef,,,1kg,https://cdn0.woolworths.media/content/wowproductimages/small/118268.jpg,https://www.woolworths.com.au/shop/productdetails/118268
Frozen Seafood mix,690880,Woolworths Surimi Mix,Woolworths,10,$10.00 / 1KG,1kg,https://cdn0.woolworths.media/content/wowproductimages/small/690880.jpg,https://www.woolworths.com.au/shop/productdetails/690880
Frozen Seafood mix,182718,United Fish Co Whole Shell Greenshell Mussels Frozen,United Fish Co,7.5,$7.50 / 1KG,1kg,https://cdn0.woolworths.media/content/wowproductimages/small/182718.jpg,https://www.woolworths.com.au/shop/productdetails/182718
Frozen Seafood mix,6070054,Just Caught Raw Prawn Tail On Large,Just Caught,24,$48.00 / 1KG,500g,https://cdn0.woolworths.media/content/wowproductimages/small/6070054.jpg,https://www.woolworths.com.au/shop/productdetails/6070054
Frozen Seafood mix,6047164,Woolworths Raw Prawns Deveined Tail On,Woolworths,,,1kg,https://cdn0.woolworths.media/content/wowproductimages/small/6047164.jpg,https://www.woolworths.com.au/shop/productdetails/6047164
Frozen Seafood mix,6070026,Just Caught Raw Prawns Tail Off Medium,Just Caught,24,$48.00 / 1KG,500g,https://cdn0.woolworths.media/content/wowproductimages/small/6070026.jpg,https://www.woolworths.com.au/shop/productdetails/6070026
Frozen Seafood mix,6049676,Woolworths Frozen Raw Prawns Tail Off,Woolworths,17.5,$35.00 / 1KG,500g,https://cdn0.woolworths.media/content/wowproductimages/small/6049676.jpg,https://www.woolworths.com.au/shop/productdetails/6049676
Frozen Seafood mix,231378,Just Caught Cooked & Shelled Mussel Meat,Just Caught,12,$12.00 / 1KG,1kg,https://cdn0.woolworths.media/content/wowproductimages/small/231378.jpg,https://www.woolworths.com.au/shop/productdetails/231378
Frozen Seafood mix,140267,ASP Scottish Fish Kippers,ASP,8.5,$25.37 / 1KG,335g,https://cdn0.woolworths.media/content/wowproductimages/small/140267.jpg,https://www.woolworths.com.au/shop/productdetails/140267
Savoy Cabbage,135030,Fresh Savoy Cabbage Half,,4.25,$4.25 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/135030.jpg,https://www.woolworths.com.au/shop/productdetails/135030
Savoy Cabbage,135006,Fresh Savoy Cabbage Quarter,,2.1,$2.10 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/135006.jpg,https://www.woolworths.com.au/shop/productdetails/135006
Savoy Cabbage,135029,Cabbage Savoy Whole,,8.5,$8.50 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/135029.jpg,https://www.woolworths.com.au/shop/productdetails/135029
Savoy Cabbage,134986,Cabbage Red Half,,4.25,$4.25 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/134986.jpg,https://www.woolworths.com.au/shop/productdetails/134986
Savoy Cabbage,134984,Cabbage Red Whole,,8.5,$8.50 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/134984.jpg,https://www.woolworths.com.au/shop/productdetails/134984
Savoy Cabbage,255755,Organic Red Cabbage Half,,,,each,https://cdn0.woolworths.media/content/wowproductimages/small/255755.jpg,https://www.woolworths.com.au/shop/productdetails/255755
Savoy Cabbage,149792,Macro Fresh Cabbage Organic Green Half,Macro,5.9,$5.90 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/149792.jpg,https://www.woolworths.com.au/shop/productdetails/149792
Savoy Cabbage,134923,Cabbage Green Whole,,8.5,$8.50 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/134923.jpg,https://www.woolworths.com.au/shop/productdetails/134923
Savoy Cabbage,127079,Fresh Red Cabbage Quarter,,2.1,$2.10 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/127079.jpg,https://www.woolworths.com.au/shop/productdetails/127079
White bread,6071665,Tip Top The One Digestive Health Soft White Sliced Loaf,Tip Top,4.5,$0.66 / 100G,680g,https://cdn0.woolworths.media/content/wowproductimages/small/6071665.jpg,https://www.woolworths.com.au/shop/productdetails/6071665
White bread,277728,Woolworths White Sandwich Bread Loaf,Woolworths,2.5,$0.38 / 100G,650g,https://cdn0.woolworths.media/content/wowproductimages/small/277728.jpg,https://www.woolworths.com.au/shop/productdetails/277728
White bread,263669,Wonder White Bread Vitamins & Minerals Sandwich,Wonder,4.6,$0.66 / 100G,700g,https://cdn0.woolworths.media/content/wowproductimages/small/263669.jpg,https://www.woolworths.com.au/shop/productdetails/263669
White bread,581280,Woolworths White Soft Hi-Fibre Bread,Woolworths,3.25,$0.46 / 100G,700g,https://cdn0.woolworths.media/content/wowproductimages/small/581280.jpg,https://www.woolworths.com.au/shop/productdetails/581280
White bread,581172,Woolworths White Soft Sandwich Bread,Woolworths,2.8,$0.43 / 100G,650g,https://cdn0.woolworths.media/content/wowproductimages/small/581172.jpg,https://www.woolworths.com.au/shop/productdetails/581172
White bread,233160,Woolworths Soft White Loaf White Extra Soft Loaf,Woolworths,3.6,$0.45 / 100G,800g,https://cdn0.woolworths.media/content/wowproductimages/small/233160.jpg,https://www.woolworths.com.au/shop/productdetails/233160
White bread,713816,Tip Top The One White Sandwich Slice Bread Loaf Bakery,Tip Top,4.6,$0.66 / 100G,700g,https://cdn0.woolworths.media/content/wowproductimages/small/713816.jpg,https://www.woolworths.com.au/shop/productdetails/713816
White bread,55656,Woolworths Soft White Loaf White Extra Soft Loaf,Woolworths,3,$0.44 / 100G,680g,https://cdn0.woolworths.media/content/wowproductimages/small/055656.jpg,https://www.woolworths.com.au/shop/productdetails/55656
White bread,263667,Wonder White Bread Vitamins & Minerals Toast,Wonder,4.6,$0.66 / 100G,700g,https://cdn0.woolworths.media/content/wowproductimages/small/263667.jpg,https://www.woolworths.com.au/shop/productdetails/263667
White bread,6028328,Helga's Soft White Loaf,Helga's,5.2,$0.74 / 100G,700g,https://cdn0.woolworths.media/content/wowproductimages/small/6028328.jpg,https://www.woolworths.com.au/shop/productdetails/6028328
White bread,713834,Tip Top The One White Toast Slice Bread Loaf Bakery,Tip Top,4.6,$0.66 / 100G,700g,https://cdn0.woolworths.media/content/wowproductimages/small/713834.jpg,https://www.woolworths.com.au/shop/productdetails/713834
Hot smoked paprika,1125765503,6PK Hot Shots The Gourmet Collection Smoked Paprika Garlic Chilli & Chives 135g,Hot Shot,40.54,$0.50 / 10G,,https://cdn0.woolworths.media/content/wowproductimages/small/1125765503.jpg,https://www.woolworths.com.au/shop/productdetails/1125765503
Hot smoked paprika,1125765497,3PK Hot Shots The Gourmet Collection Smoked Paprika Garlic Chilli & Chives 135g,Hot Shot,22.05,$0.54 / 10G,,https://cdn0.woolworths.media/content/wowproductimages/small/1125765497.jpg,https://www.woolworths.com.au/shop/productdetails/1125765497
Hot smoked paprika,580620,MasterFoods Smoked Paprika,MasterFoods,3.5,$1.00 / 10G,35g,https://cdn0.woolworths.media/content/wowproductimages/small/580620.jpg,https://www.woolworths.com.au/shop/productdetails/580620
Hot smoked paprika,251131,Woolworths Paprika Smoked,Woolworths,2,$0.67 / 10G,30g,https://cdn0.woolworths.media/content/wowproductimages/small/251131.jpg,https://www.woolworths.com.au/shop/productdetails/251131
Hot smoked paprika,829198,Hoyt's Paprika Sweet Smoked,Hoyt's,6.5,$0.46 / 10G,140g,https://cdn0.woolworths.media/content/wowproductimages/small/829198.jpg,https://www.woolworths.com.au/shop/productdetails/829198
Hot smoked paprika,251130,Woolworths Paprika Ground,Woolworths,2,$0.67 / 10G,30g,https://cdn0.woolworths.media/content/wowproductimages/small/251130.jpg,https://www.woolworths.com.au/shop/productdetails/251130
Hot smoked paprika,6019596,MasterFoods Paprika Ground,MasterFoods,3.5,$1.06 / 10G,33g,https://cdn0.woolworths.media/content/wowproductimages/small/6019596.jpg,https://www.woolworths.com.au/shop/productdetails/6019596
Hot smoked paprika,6020089,MasterFoods Paprika Ground,MasterFoods,6.5,$0.62 / 10G,105g,https://cdn0.woolworths.media/content/wowproductimages/small/6020089.jpg,https://www.woolworths.com.au/shop/productdetails/6020089
Hot smoked paprika,57056,Hoyt's Paprika Sweet,Hoyt's,5.2,$0.27 / 10G,190g,https://cdn0.woolworths.media/content/wowproductimages/small/057056.jpg,https://www.woolworths.com.au/shop/productdetails/57056
Hot smoked paprika,94613,Hoyt's Paprika Sweet,Hoyt's,3.2,$0.32 / 10G,100g,https://cdn0.woolworths.media/content/wowproductimages/small/094613.jpg,https://www.woolworths.com.au/shop/productdetails/94613
Garlic Bulb,713429,Woolworths Garlic Head,Woolworths,1.88,$1.88 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/713429.jpg,https://www.woolworths.com.au/shop/productdetails/713429
Garlic Bulb,120847,Woolworths Garlic,Woolworths,3.5,$1.17 / 1EA,3 pack,https://cdn0.woolworths.media/content/wowproductimages/small/120847.jpg,https://www.woolworths.com.au/shop/productdetails/120847
Garlic Bulb,253320,Woolworths Garlic Cloves,Woolworths,2.9,$41.43 / 1KG,70g,https://cdn0.woolworths.media/content/wowproductimages/small/253320.jpg,https://www.woolworths.com.au/shop/productdetails/253320
Garlic Bulb,185243,Galiko All Natural Garlic Minced Jar,Galiko,3,$0.21 / 10G,145g,https://cdn0.woolworths.media/content/wowproductimages/small/185243.jpg,https://www.woolworths.com.au/shop/productdetails/185243
Garlic Bulb,948491,Gourmet Garden Cold Blend Pastes Garlic,Gourmet Garden,4.2,$0.53 / 10G,80g,https://cdn0.woolworths.media/content/wowproductimages/small/948491.jpg,https://www.woolworths.com.au/shop/productdetails/948491
Garlic Bulb,919390,Garlic & Rosemary Potatoes,,5.5,$13.75 / 1KG,400g,https://cdn0.woolworths.media/content/wowproductimages/small/919390.jpg,https://www.woolworths.com.au/shop/productdetails/919390
Garlic Bulb,706450,Gourmet Garden Cold Blend Pastes Garlic Value,Gourmet Garden,5.2,$0.43 / 10G,120g,https://cdn0.woolworths.media/content/wowproductimages/small/706450.jpg,https://www.woolworths.com.au/shop/productdetails/706450
Shelled Hazelnuts,726353,Woolworths Hazelnuts,Woolworths,7.5,$50.00 / 1KG,150g,https://cdn0.woolworths.media/content/wowproductimages/small/726353.jpg,https://www.woolworths.com.au/shop/productdetails/726353
Shelled Hazelnuts,501764,Woolworths Hazelnut Kernels,Woolworths,5.3,$48.18 / 1KG,110g,https://cdn0.woolworths.media/content/wowproductimages/small/501764.jpg,https://www.woolworths.com.au/shop/productdetails/501764
Shelled Hazelnuts,660371,Bickford's Roasted Hazelnut Flavoured Syrup,Bickford's,7,$1.40 / 100ML,500mL,https://cdn0.woolworths.media/content/wowproductimages/small/660371.jpg,https://www.woolworths.com.au/shop/productdetails/660371
Shelled Hazelnuts,687777,Carman's Porridge Sachets Almond Pecan & Hazelnut,Carman's,7.5,$2.34 / 100G,8 pack,https://cdn0.woolworths.media/content/wowproductimages/small/687777.jpg,https://www.woolworths.com.au/shop/productdetails/687777
Shelled Hazelnuts,73656,Carman's Nut Bars Almond Hazelnut & Vanilla,Carman's,11.5,$3.29 / 100G,10 pack,https://cdn0.woolworths.media/content/wowproductimages/small/073656.jpg,https://www.woolworths.com.au/shop/productdetails/73656
Shelled Hazelnuts,186274,Woolworths Choc Hazelnut Spread,Woolworths,6.45,$0.86 / 100G,750g,https://cdn0.woolworths.media/content/wowproductimages/small/186274.jpg,https://www.woolworths.com.au/shop/productdetails/186274
Shelled Hazelnuts,1122404389,Live Wholefoods Organic Activated Hazelnuts 300g,Live Wholefoods,21.4,$7.13 / 100G,300.0G,https://cdn0.woolworths.media/content/wowproductimages/small/1122404389.jpg,https://www.woolworths.com.au/shop/productdetails/1122404389
Shelled Hazelnuts,6071358,Nutkao Milk & Hazelnuts Spread Spread,Nutkao,12,$3.64 / 100G,330g,https://cdn0.woolworths.media/content/wowproductimages/small/6071358.jpg,https://www.woolworths.com.au/shop/productdetails/6071358
Shelled Hazelnuts,740080,Carman's Nut Bars Almond Hazelnut & Vanilla,Carman's,6,$3.43 / 100G,5 pack,https://cdn0.woolworths.media/content/wowproductimages/small/740080.jpg,https://www.woolworths.com.au/shop/productdetails/740080
Shelled Hazelnuts,680854,Kras Napolitanke Nougat Hazelnut Wafers,Kras,1.7,$1.83 / 100G,93g,https://cdn0.woolworths.media/content/wowproductimages/small/680854.jpg,https://www.woolworths.com.au/shop/productdetails/680854
Serrano Ham,6009162,MonDeli Spanish Made Jamon Serrano,MonDeli,7.5,$93.75 / 1KG,80g,https://cdn0.woolworths.media/content/wowproductimages/small/6009162.jpg,https://www.woolworths.com.au/shop/productdetails/6009162
Serrano Ham,390098,Tidbit Foods Consorcio Jamon Serrano,Tidbit Foods,6,$75.00 / 1KG,80g,https://cdn0.woolworths.media/content/wowproductimages/small/390098.jpg,https://www.woolworths.com.au/shop/productdetails/390098
Serrano Ham,67486,Don Melosi Double Smoked Ham Shaved From The Deli,Don,34,$34.00 / 1KG,per 100g,https://cdn0.woolworths.media/content/wowproductimages/small/067486.jpg,https://www.woolworths.com.au/shop/productdetails/67486
Serrano Ham,800494,Plumrose Ham Spiced,Plumrose,7.15,$21.03 / 1KG,340g,https://cdn0.woolworths.media/content/wowproductimages/small/800494.jpg,https://www.woolworths.com.au/shop/productdetails/800494
Serrano Ham,334982,Hans Pork Ham Steaks,Hans,5.4,$18.00 / 1KG,300g,https://cdn0.woolworths.media/content/wowproductimages/small/334982.jpg,https://www.woolworths.com.au/shop/productdetails/334982
Beef tomatoes,134034,Gourmet Tomato,,0.54,$0.54 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/134034.jpg,https://www.woolworths.com.au/shop/productdetails/134034
Beef tomatoes,166144,Mini-Roma Tomato Punnet,Mini-Roma,3.5,$14.00 / 1KG,250g,https://cdn0.woolworths.media/content/wowproductimages/small/166144.jpg,https://www.woolworths.com.au/shop/productdetails/166144
Beef tomatoes,825891,The Odd Bunch Tomato Prepacked,The Odd Bunch,3.7,$3.70 / 1KG,1kg,https://cdn0.woolworths.media/content/wowproductimages/small/825891.jpg,https://www.woolworths.com.au/shop/productdetails/825891
Beef tomatoes,149864,Tomato Roma Red,,0.8,$0.80 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/149864.jpg,https://www.woolworths.com.au/shop/productdetails/149864
Beef tomatoes,169761,Macro Organic Roma Tomato,Macro,5.5,$11.00 / 1KG,500g,https://cdn0.woolworths.media/content/wowproductimages/small/169761.jpg,https://www.woolworths.com.au/shop/productdetails/169761
Beef tomatoes,760007,Woolworths Roma Tomato Punnet,Woolworths,4.9,$10.21 / 1KG,480g,https://cdn0.woolworths.media/content/wowproductimages/small/760007.jpg,https://www.woolworths.com.au/shop/productdetails/760007
Beef tomatoes,6055511,Tinyberry Tomatoes,,3,$24.00 / 1KG,125g,https://cdn0.woolworths.media/content/wowproductimages/small/6055511.jpg,https://www.woolworths.com.au/shop/productdetails/6055511
Beef tomatoes,759911,Woolworths Gourmet Tomatoes Punnet,Woolworths,4.5,$9.38 / 1KG,480g,https://cdn0.woolworths.media/content/wowproductimages/small/759911.jpg,https://www.woolworths.com.au/shop/productdetails/759911
Beef tomatoes,143730,Woolworths Gourmet Tomatoes Punnet,Woolworths,,,1kg,https://cdn0.woolworths.media/content/wowproductimages/small/143730.jpg,https://www.woolworths.com.au/shop/productdetails/143730
Beef tomatoes,663649,Perfection Fresh Kumato Tomato Punnet,Perfection,,,300g,https://cdn0.woolworths.media/content/wowproductimages/small/663649.jpg,https://www.woolworths.com.au/shop/productdetails/663649
Semolina,6021336,La Gina Semolina Flour,La Gina,3.5,$0.35 / 100G,1kg,https://cdn0.woolworths.media/content/wowproductimages/small/6021336.jpg,https://www.woolworths.com.au/shop/productdetails/6021336
Semolina,235131,Macro Natural Semolina Flour,Macro,6.5,$7.03 / 1KG,925g,https://cdn0.woolworths.media/content/wowproductimages/small/235131.jpg,https://www.woolworths.com.au/shop/productdetails/235131
Semolina,352574,Marco Polo European Foods Semolina,Marco Polo,3.45,$0.46 / 100G,750g,https://cdn0.woolworths.media/content/wowproductimages/small/352574.jpg,https://www.woolworths.com.au/shop/productdetails/352574
Ground Poppy seeds,70361,Hoyt's Poppy Seed,Hoyt's,2.5,$0.25 / 10G,100g,https://cdn0.woolworths.media/content/wowproductimages/small/070361.jpg,https://www.woolworths.com.au/shop/productdetails/70361
Ground Poppy seeds,210623,Hoyt's Poppy Seed,Hoyt's,5,$0.21 / 10G,240g,https://cdn0.woolworths.media/content/wowproductimages/small/210623.jpg,https://www.woolworths.com.au/shop/productdetails/210623
Ground Poppy seeds,251005,Woolworths Coriander Seeds Ground,Woolworths,2,$1.00 / 10G,20g,https://cdn0.woolworths.media/content/wowproductimages/small/251005.jpg,https://www.woolworths.com.au/shop/productdetails/251005
Ground Poppy seeds,6015869,MasterFoods Coriander Seeds Ground,MasterFoods,3.5,$1.17 / 10G,30g,https://cdn0.woolworths.media/content/wowproductimages/small/6015869.jpg,https://www.woolworths.com.au/shop/productdetails/6015869
Ground Poppy seeds,6012359,MasterFoods Cumin Seed Ground,MasterFoods,3.5,$1.25 / 10G,28g,https://cdn0.woolworths.media/content/wowproductimages/small/6012359.jpg,https://www.woolworths.com.au/shop/productdetails/6012359
Ground Poppy seeds,324843,Green's Deluxe Orange Poppyseed Cake Mix,Green's,5.7,$0.98 / 100G,580g,https://cdn0.woolworths.media/content/wowproductimages/small/324843.jpg,https://www.woolworths.com.au/shop/productdetails/324843
Bryndza cheese,6013134,Will Studd Aphrodite Kefalotyri Saganaki,Will Studd,15,$88.24 / 1KG,170g,https://cdn0.woolworths.media/content/wowproductimages/small/6013134.jpg,https://www.woolworths.com.au/shop/productdetails/6013134
Panang Curry Paste,702496,Ayam Panang Curry Paste Panang Curry,Ayam,4,$2.05 / 100G,195g,https://cdn0.woolworths.media/content/wowproductimages/small/702496.jpg,https://www.woolworths.com.au/shop/productdetails/702496
